,user_id,quote_id,liked
36326,6,2270,0.7
36327,7,2270,0.5
36328,8,2270,0.4
36329,9,2270,0.5
36330,10,2270,0.4
36331,11,2270,0.9
36332,12,2270,0.3
36333,13,2270,0.4
36334,14,2270,0.3
36335,15,2270,0.2
36336,0,2271,0.9
36337,1,2271,1.0
36338,2,2271,0.9
36339,3,2271,0.8
36340,4,2271,0.8
36341,5,2271,0.7
36342,6,2271,0.6
36343,7,2271,0.6
36344,8,2271,0.7
36345,9,2271,0.5
36346,10,2271,0.4
36347,11,2271,0.8
36348,12,2271,0.5
36349,13,2271,0.8
36350,14,2271,0.7
36351,15,2271,0.4
36352,0,2272,0.9
36353,1,2272,1.0
36354,2,2272,0.8
36355,3,2272,0.7
36356,4,2272,0.8
36357,5,2272,0.6
36358,6,2272,0.7
36359,7,2272,0.6
36360,8,2272,0.7
36361,9,2272,0.5
36362,10,2272,0.4
36363,11,2272,0.6
36364,12,2272,0.5
36365,13,2272,0.8
36366,14,2272,0.5
36367,15,2272,0.4
36368,0,2273,0.8
36369,1,2273,0.9
36370,2,2273,0.8
36371,3,2273,0.6
36372,4,2273,0.7
36373,5,2273,0.8
36374,6,2273,0.9
36375,7,2273,0.7
36376,8,2273,0.5
36377,9,2273,0.4
36378,10,2273,0.3
36379,11,2273,0.6
36380,12,2273,0.4
36381,13,2273,0.5
36382,14,2273,0.6
36383,15,2273,0.4
36384,0,2274,0.9
36385,1,2274,1.0
36386,2,2274,0.8
36387,3,2274,0.7
36388,4,2274,0.8
36389,5,2274,0.6
36390,6,2274,0.5
36391,7,2274,0.6
36392,8,2274,0.7
36393,9,2274,0.4
36394,10,2274,0.3
36395,11,2274,0.5
36396,12,2274,0.4
36397,13,2274,0.6
36398,14,2274,0.5
36399,15,2274,0.4
36400,0,2275,0.8
36401,1,2275,0.7
36402,2,2275,0.7
36403,3,2275,0.6
36404,4,2275,0.9
36405,5,2275,0.8
36406,6,2275,0.7
36407,7,2275,0.6
36408,8,2275,0.5
36409,9,2275,0.4
36410,10,2275,0.5
36411,11,2275,0.6
36412,12,2275,0.4
36413,13,2275,0.8
36414,14,2275,0.9
36415,15,2275,0.5
36416,0,2276,0.6
36417,1,2276,0.7
36418,2,2276,0.8
36419,3,2276,0.6
36420,4,2276,0.7
36421,5,2276,0.5
36422,6,2276,0.6
36423,7,2276,0.4
36424,8,2276,0.5
36425,9,2276,0.4
36426,10,2276,0.5
36427,11,2276,0.8
36428,12,2276,0.3
36429,13,2276,0.7
36430,14,2276,0.4
36431,15,2276,0.3
36432,0,2277,0.8
36433,1,2277,0.9
36434,2,2277,0.7
36435,3,2277,0.6
36436,4,2277,0.8
36437,5,2277,0.9
36438,6,2277,0.8
36439,7,2277,0.7
36440,8,2277,0.5
36441,9,2277,0.4
36442,10,2277,0.3
36443,11,2277,0.6
36444,12,2277,0.4
36445,13,2277,0.5
36446,14,2277,0.6
36447,15,2277,0.3
36448,0,2278,0.9
36449,1,2278,1.0
36450,2,2278,0.8
36451,3,2278,0.7
36452,4,2278,0.8
36453,5,2278,0.6
36454,6,2278,0.5
36455,7,2278,0.6
36456,8,2278,0.7
36457,9,2278,0.4
36458,10,2278,0.3
36459,11,2278,0.5
36460,12,2278,0.4
36461,13,2278,0.7
36462,14,2278,0.6
36463,15,2278,0.5
36464,0,2279,0.9
36465,1,2279,1.0
36466,2,2279,0.8
36467,3,2279,0.7
36468,4,2279,0.9
36469,5,2279,0.8
36470,6,2279,0.7
36471,7,2279,0.6
36472,8,2279,0.7
36473,9,2279,0.5
36474,10,2279,0.4
36475,11,2279,0.6
36476,12,2279,0.5
36477,13,2279,0.8
36478,14,2279,0.6
36479,15,2279,0.4
36480,0,2280,0.9
36481,1,2280,1.0
36482,2,2280,1.0
36483,3,2280,0.8
36484,4,2280,0.9
36485,5,2280,0.5
36486,6,2280,0.6
36487,7,2280,0.4
36488,8,2280,0.7
36489,9,2280,0.4
36490,10,2280,0.3
36491,11,2280,0.9
36492,12,2280,0.2
36493,13,2280,0.8
36494,14,2280,0.3
36495,15,2280,0.2
36496,0,2281,0.7
36497,1,2281,0.8
36498,2,2281,0.9
36499,3,2281,0.6
36500,4,2281,0.7
36501,5,2281,0.8
36502,6,2281,0.9
36503,7,2281,0.7
36504,8,2281,0.5
36505,9,2281,0.6
36506,10,2281,0.7
36507,11,2281,0.8
36508,12,2281,0.4
36509,13,2281,0.5
36510,14,2281,0.6
36511,15,2281,0.5
36512,0,2282,0.9
36513,1,2282,1.0
36514,2,2282,1.0
36515,3,2282,0.8
36516,4,2282,0.8
36517,5,2282,0.5
36518,6,2282,0.6
36519,7,2282,0.5
36520,8,2282,0.7
36521,9,2282,0.4
36522,10,2282,0.4
36523,11,2282,0.9
36524,12,2282,0.3
36525,13,2282,0.8
36526,14,2282,0.5
36527,15,2282,0.3
36528,0,2283,0.8
36529,1,2283,0.9
36530,2,2283,1.0
36531,3,2283,0.7
36532,4,2283,0.9
36533,5,2283,0.6
36534,6,2283,0.7
36535,7,2283,0.6
36536,8,2283,0.8
36537,9,2283,0.5
36538,10,2283,0.6
36539,11,2283,0.9
36540,12,2283,0.5
36541,13,2283,0.8
36542,14,2283,0.7
36543,15,2283,0.6
36544,0,2284,0.9
36545,1,2284,1.0
36546,2,2284,0.8
36547,3,2284,0.9
36548,4,2284,0.7
36549,5,2284,0.6
36550,6,2284,0.5
36551,7,2284,0.4
36552,8,2284,0.6
36553,9,2284,0.3
36554,10,2284,0.2
36555,11,2284,0.8
36556,12,2284,0.4
36557,13,2284,0.7
36558,14,2284,0.3
36559,15,2284,0.2
36560,0,2285,0.9
36561,1,2285,1.0
36562,2,2285,1.0
36563,3,2285,0.8
36564,4,2285,0.8
36565,5,2285,0.7
36566,6,2285,0.6
36567,7,2285,0.5
36568,8,2285,0.6
36569,9,2285,0.4
36570,10,2285,0.3
36571,11,2285,0.9
36572,12,2285,0.2
36573,13,2285,0.5
36574,14,2285,0.4
36575,15,2285,0.3
36576,0,2286,0.8
36577,1,2286,0.7
36578,2,2286,0.9
36579,3,2286,0.6
36580,4,2286,0.8
36581,5,2286,0.9
36582,6,2286,1.0
36583,7,2286,0.8
36584,8,2286,0.5
36585,9,2286,0.6
36586,10,2286,0.7
36587,11,2286,0.6
36588,12,2286,0.4
36589,13,2286,0.5
36590,14,2286,0.9
36591,15,2286,0.5
36592,0,2287,0.8
36593,1,2287,0.7
36594,2,2287,0.6
36595,3,2287,0.5
36596,4,2287,0.9
36597,5,2287,0.7
36598,6,2287,0.6
36599,7,2287,0.9
36600,8,2287,0.8
36601,9,2287,0.4
36602,10,2287,0.3
36603,11,2287,0.4
36604,12,2287,0.8
36605,13,2287,0.9
36606,14,2287,1.0
36607,15,2287,1.0
36608,0,2288,0.9
36609,1,2288,1.0
36610,2,2288,0.9
36611,3,2288,0.8
36612,4,2288,1.0
36613,5,2288,0.3
36614,6,2288,0.4
36615,7,2288,0.5
36616,8,2288,0.9
36617,9,2288,0.3
36618,10,2288,0.2
36619,11,2288,0.8
36620,12,2288,0.6
36621,13,2288,1.0
36622,14,2288,0.7
36623,15,2288,0.6
36624,0,2289,0.9
36625,1,2289,0.8
36626,2,2289,0.8
36627,3,2289,0.7
36628,4,2289,0.9
36629,5,2289,0.6
36630,6,2289,0.7
36631,7,2289,0.8
36632,8,2289,0.7
36633,9,2289,0.5
36634,10,2289,0.4
36635,11,2289,0.6
36636,12,2289,0.5
36637,13,2289,0.8
36638,14,2289,0.6
36639,15,2289,0.5
36640,0,2290,0.9
36641,1,2290,1.0
36642,2,2290,0.8
36643,3,2290,0.7
36644,4,2290,0.8
36645,5,2290,0.6
36646,6,2290,0.7
36647,7,2290,0.7
36648,8,2290,0.6
36649,9,2290,0.5
36650,10,2290,0.4
36651,11,2290,0.6
36652,12,2290,0.5
36653,13,2290,0.7
36654,14,2290,0.6
36655,15,2290,0.5
36656,0,2291,0.8
36657,1,2291,0.9
36658,2,2291,1.0
36659,3,2291,0.7
36660,4,2291,0.8
36661,5,2291,0.5
36662,6,2291,0.6
36663,7,2291,0.4
36664,8,2291,0.6
36665,9,2291,0.3
36666,10,2291,0.2
36667,11,2291,0.9
36668,12,2291,0.3
36669,13,2291,0.7
36670,14,2291,0.5
36671,15,2291,0.2
36672,0,2292,0.7
36673,1,2292,0.8
36674,2,2292,0.9
36675,3,2292,0.7
36676,4,2292,0.8
36677,5,2292,0.6
36678,6,2292,0.8
36679,7,2292,0.7
36680,8,2292,0.5
36681,9,2292,0.6
36682,10,2292,0.8
36683,11,2292,0.9
36684,12,2292,0.4
36685,13,2292,0.5
36686,14,2292,0.7
36687,15,2292,0.5
36688,0,2293,0.9
36689,1,2293,1.0
36690,2,2293,0.8
36691,3,2293,0.7
36692,4,2293,0.9
36693,5,2293,1.0
36694,6,2293,0.9
36695,7,2293,0.8
36696,8,2293,0.6
36697,9,2293,0.5
36698,10,2293,0.4
36699,11,2293,0.6
36700,12,2293,0.5
36701,13,2293,0.7
36702,14,2293,0.6
36703,15,2293,0.4
36704,0,2294,0.9
36705,1,2294,1.0
36706,2,2294,0.8
36707,3,2294,0.7
36708,4,2294,0.8
36709,5,2294,0.6
36710,6,2294,0.5
36711,7,2294,0.6
36712,8,2294,0.8
36713,9,2294,0.4
36714,10,2294,0.3
36715,11,2294,0.9
36716,12,2294,0.5
36717,13,2294,0.7
36718,14,2294,0.5
36719,15,2294,0.4
36720,0,2295,0.9
36721,1,2295,1.0
36722,2,2295,1.0
36723,3,2295,0.9
36724,4,2295,0.8
36725,5,2295,0.6
36726,6,2295,0.7
36727,7,2295,0.5
36728,8,2295,0.7
36729,9,2295,0.4
36730,10,2295,0.3
36731,11,2295,0.9
36732,12,2295,0.3
36733,13,2295,0.8
36734,14,2295,0.5
36735,15,2295,0.3
36736,0,2296,0.7
36737,1,2296,0.8
36738,2,2296,0.9
36739,3,2296,0.6
36740,4,2296,0.8
36741,5,2296,0.7
36742,6,2296,0.9
36743,7,2296,0.8
36744,8,2296,0.5
36745,9,2296,0.6
36746,10,2296,0.7
36747,11,2296,0.6
36748,12,2296,0.4
36749,13,2296,0.5
36750,14,2296,0.9
36751,15,2296,0.6
36752,0,2297,0.9
36753,1,2297,1.0
36754,2,2297,0.7
36755,3,2297,0.6
36756,4,2297,0.8
36757,5,2297,0.8
36758,6,2297,0.7
36759,7,2297,0.9
36760,8,2297,0.5
36761,9,2297,0.4
36762,10,2297,0.3
36763,11,2297,0.5
36764,12,2297,0.4
36765,13,2297,0.6
36766,14,2297,0.7
36767,15,2297,0.3
36768,0,2298,0.9
36769,1,2298,1.0
36770,2,2298,0.8
36771,3,2298,0.7
36772,4,2298,0.9
36773,5,2298,0.6
36774,6,2298,0.5
36775,7,2298,0.8
36776,8,2298,0.8
36777,9,2298,0.4
36778,10,2298,0.3
36779,11,2298,0.6
36780,12,2298,0.7
36781,13,2298,0.9
36782,14,2298,0.7
36783,15,2298,0.4
36784,0,2299,0.8
36785,1,2299,0.9
36786,2,2299,0.9
36787,3,2299,0.7
36788,4,2299,0.8
36789,5,2299,0.4
36790,6,2299,0.5
36791,7,2299,0.4
36792,8,2299,0.8
36793,9,2299,0.3
36794,10,2299,0.3
36795,11,2299,0.9
36796,12,2299,0.2
36797,13,2299,0.8
36798,14,2299,0.5
36799,15,2299,0.3
36800,0,2300,0.8
36801,1,2300,0.9
36802,2,2300,0.7
36803,3,2300,0.6
36804,4,2300,0.8
36805,5,2300,0.9
36806,6,2300,0.7
36807,7,2300,0.9
36808,8,2300,0.6
36809,9,2300,0.5
36810,10,2300,0.4
36811,11,2300,0.5
36812,12,2300,0.6
36813,13,2300,0.7
36814,14,2300,0.8
36815,15,2300,0.5
36816,0,2301,0.9
36817,1,2301,1.0
36818,2,2301,1.0
36819,3,2301,0.9
36820,4,2301,0.8
36821,5,2301,0.7
36822,6,2301,0.8
36823,7,2301,0.7
36824,8,2301,0.6
36825,9,2301,0.5
36826,10,2301,0.4
36827,11,2301,0.9
36828,12,2301,0.3
36829,13,2301,0.6
36830,14,2301,0.5
36831,15,2301,0.4
36832,0,2302,0.8
36833,1,2302,0.9
36834,2,2302,1.0
36835,3,2302,0.8
36836,4,2302,0.9
36837,5,2302,0.7
36838,6,2302,1.0
36839,7,2302,0.8
36840,8,2302,0.6
36841,9,2302,0.5
36842,10,2302,0.6
36843,11,2302,0.9
36844,12,2302,0.4
36845,13,2302,0.7
36846,14,2302,0.8
36847,15,2302,0.5
36848,0,2303,0.9
36849,1,2303,1.0
36850,2,2303,0.9
36851,3,2303,0.8
36852,4,2303,0.8
36853,5,2303,0.7
36854,6,2303,0.6
36855,7,2303,0.7
36856,8,2303,0.8
36857,9,2303,0.5
36858,10,2303,0.4
36859,11,2303,0.8
36860,12,2303,0.5
36861,13,2303,0.8
36862,14,2303,0.6
36863,15,2303,0.4
36864,0,2304,0.9
36865,1,2304,1.0
36866,2,2304,0.8
36867,3,2304,0.7
36868,4,2304,0.8
36869,5,2304,0.6
36870,6,2304,0.7
36871,7,2304,0.9
36872,8,2304,0.8
36873,9,2304,0.5
36874,10,2304,0.4
36875,11,2304,0.5
36876,12,2304,0.6
36877,13,2304,0.8
36878,14,2304,0.7
36879,15,2304,0.5
36880,0,2305,0.9
36881,1,2305,1.0
36882,2,2305,0.9
36883,3,2305,0.8
36884,4,2305,0.9
36885,5,2305,0.7
36886,6,2305,0.8
36887,7,2305,0.6
36888,8,2305,0.8
36889,9,2305,0.5
36890,10,2305,0.5
36891,11,2305,0.9
36892,12,2305,0.6
36893,13,2305,1.0
36894,14,2305,0.7
36895,15,2305,0.6
36896,0,2306,0.8
36897,1,2306,0.9
36898,2,2306,1.0
36899,3,2306,0.7
36900,4,2306,0.9
36901,5,2306,0.5
36902,6,2306,0.6
36903,7,2306,0.7
36904,8,2306,0.8
36905,9,2306,0.4
36906,10,2306,0.5
36907,11,2306,1.0
36908,12,2306,0.6
36909,13,2306,0.9
36910,14,2306,0.8
36911,15,2306,0.7
36912,0,2307,0.9
36913,1,2307,1.0
36914,2,2307,0.8
36915,3,2307,0.7
36916,4,2307,0.7
36917,5,2307,1.0
36918,6,2307,0.9
36919,7,2307,0.8
36920,8,2307,0.6
36921,9,2307,0.5
36922,10,2307,0.4
36923,11,2307,0.5
36924,12,2307,0.3
36925,13,2307,0.6
36926,14,2307,0.7
36927,15,2307,0.4
36928,0,2308,0.8
36929,1,2308,0.9
36930,2,2308,0.7
36931,3,2308,0.8
36932,4,2308,0.6
36933,5,2308,0.5
36934,6,2308,0.5
36935,7,2308,0.6
36936,8,2308,0.9
36937,9,2308,0.4
36938,10,2308,0.3
36939,11,2308,0.7
36940,12,2308,0.4
36941,13,2308,0.8
36942,14,2308,0.5
36943,15,2308,0.3
36944,0,2309,0.4
36945,1,2309,0.3
36946,2,2309,0.8
36947,3,2309,0.5
36948,4,2309,0.7
36949,5,2309,0.6
36950,6,2309,0.9
36951,7,2309,0.8
36952,8,2309,0.4
36953,9,2309,0.5
36954,10,2309,0.9
36955,11,2309,0.7
36956,12,2309,0.3
36957,13,2309,0.6
36958,14,2309,1.0
36959,15,2309,0.8
36960,0,2310,0.8
36961,1,2310,0.9
36962,2,2310,0.7
36963,3,2310,0.6
36964,4,2310,0.8
36965,5,2310,0.5
36966,6,2310,0.4
36967,7,2310,0.6
36968,8,2310,0.7
36969,9,2310,0.3
36970,10,2310,0.2
36971,11,2310,0.6
36972,12,2310,0.5
36973,13,2310,0.7
36974,14,2310,0.4
36975,15,2310,0.2
36976,0,2311,0.9
36977,1,2311,1.0
36978,2,2311,0.8
36979,3,2311,0.7
36980,4,2311,0.9
36981,5,2311,0.5
36982,6,2311,0.6
36983,7,2311,0.4
36984,8,2311,0.8
36985,9,2311,0.4
36986,10,2311,0.3
36987,11,2311,0.7
36988,12,2311,0.5
36989,13,2311,0.9
36990,14,2311,0.3
36991,15,2311,0.4
36992,0,2312,0.8
36993,1,2312,0.9
36994,2,2312,1.0
36995,3,2312,0.7
36996,4,2312,0.6
36997,5,2312,0.9
36998,6,2312,1.0
36999,7,2312,0.8
37000,8,2312,0.5
37001,9,2312,0.4
37002,10,2312,0.5
37003,11,2312,0.9
37004,12,2312,0.3
37005,13,2312,0.4
37006,14,2312,0.5
37007,15,2312,0.3
37008,0,2313,0.9
37009,1,2313,1.0
37010,2,2313,0.8
37011,3,2313,0.7
37012,4,2313,0.6
37013,5,2313,0.7
37014,6,2313,0.5
37015,7,2313,0.6
37016,8,2313,0.5
37017,9,2313,0.4
37018,10,2313,0.3
37019,11,2313,0.7
37020,12,2313,0.4
37021,13,2313,0.5
37022,14,2313,0.5
37023,15,2313,0.3
37024,0,2314,0.9
37025,1,2314,1.0
37026,2,2314,1.0
37027,3,2314,0.8
37028,4,2314,0.9
37029,5,2314,0.6
37030,6,2314,0.7
37031,7,2314,0.5
37032,8,2314,0.8
37033,9,2314,0.4
37034,10,2314,0.3
37035,11,2314,0.9
37036,12,2314,0.4
37037,13,2314,0.8
37038,14,2314,0.5
37039,15,2314,0.3
37040,0,2315,0.9
37041,1,2315,0.9
37042,2,2315,1.0
37043,3,2315,0.8
37044,4,2315,0.9
37045,5,2315,0.7
37046,6,2315,0.8
37047,7,2315,0.7
37048,8,2315,0.6
37049,9,2315,0.7
37050,10,2315,0.8
37051,11,2315,0.9
37052,12,2315,0.5
37053,13,2315,0.6
37054,14,2315,0.7
37055,15,2315,0.5
37056,0,2316,0.9
37057,1,2316,1.0
37058,2,2316,0.9
37059,3,2316,0.8
37060,4,2316,0.8
37061,5,2316,0.6
37062,6,2316,0.7
37063,7,2316,0.5
37064,8,2316,0.7
37065,9,2316,0.4
37066,10,2316,0.3
37067,11,2316,0.9
37068,12,2316,0.5
37069,13,2316,0.8
37070,14,2316,0.4
37071,15,2316,0.3
37072,0,2317,0.7
37073,1,2317,0.8
37074,2,2317,0.9
37075,3,2317,0.6
37076,4,2317,0.8
37077,5,2317,0.5
37078,6,2317,0.6
37079,7,2317,0.7
37080,8,2317,0.8
37081,9,2317,0.5
37082,10,2317,0.6
37083,11,2317,0.9
37084,12,2317,0.7
37085,13,2317,0.8
37086,14,2317,0.9
37087,15,2317,0.8
37088,0,2318,0.7
37089,1,2318,0.8
37090,2,2318,0.9
37091,3,2318,0.6
37092,4,2318,0.7
37093,5,2318,0.5
37094,6,2318,0.6
37095,7,2318,0.4
37096,8,2318,0.3
37097,9,2318,0.2
37098,10,2318,0.3
37099,11,2318,0.7
37100,12,2318,0.2
37101,13,2318,0.4
37102,14,2318,0.3
37103,15,2318,0.2
37104,0,2319,0.7
37105,1,2319,0.8
37106,2,2319,0.9
37107,3,2319,0.6
37108,4,2319,0.8
37109,5,2319,0.5
37110,6,2319,0.7
37111,7,2319,0.6
37112,8,2319,0.4
37113,9,2319,0.5
37114,10,2319,0.6
37115,11,2319,0.8
37116,12,2319,0.3
37117,13,2319,0.4
37118,14,2319,0.6
37119,15,2319,0.3
37120,0,2320,0.8
37121,1,2320,0.9
37122,2,2320,1.0
37123,3,2320,0.9
37124,4,2320,0.7
37125,5,2320,0.6
37126,6,2320,0.7
37127,7,2320,0.5
37128,8,2320,0.8
37129,9,2320,0.5
37130,10,2320,0.6
37131,11,2320,1.0
37132,12,2320,0.4
37133,13,2320,0.7
37134,14,2320,0.5
37135,15,2320,0.4
37136,0,2321,0.4
37137,1,2321,0.7
37138,2,2321,0.9
37139,3,2321,0.8
37140,4,2321,0.7
37141,5,2321,0.3
37142,6,2321,0.5
37143,7,2321,0.2
37144,8,2321,0.6
37145,9,2321,0.4
37146,10,2321,0.6
37147,11,2321,1.0
37148,12,2321,0.2
37149,13,2321,0.8
37150,14,2321,0.3
37151,15,2321,0.3
37152,0,2322,0.4
37153,1,2322,0.3
37154,2,2322,0.5
37155,3,2322,0.6
37156,4,2322,0.4
37157,5,2322,0.6
37158,6,2322,0.7
37159,7,2322,0.8
37160,8,2322,0.3
37161,9,2322,0.7
37162,10,2322,0.9
37163,11,2322,0.6
37164,12,2322,0.2
37165,13,2322,0.3
37166,14,2322,0.8
37167,15,2322,0.7
37168,0,2323,1.0
37169,1,2323,1.0
37170,2,2323,0.9
37171,3,2323,0.8
37172,4,2323,0.9
37173,5,2323,0.7
37174,6,2323,0.6
37175,7,2323,0.7
37176,8,2323,0.8
37177,9,2323,0.5
37178,10,2323,0.4
37179,11,2323,0.8
37180,12,2323,0.5
37181,13,2323,0.9
37182,14,2323,0.6
37183,15,2323,0.5
37184,0,2324,0.9
37185,1,2324,1.0
37186,2,2324,0.8
37187,3,2324,0.7
37188,4,2324,0.9
37189,5,2324,0.8
37190,6,2324,0.7
37191,7,2324,0.9
37192,8,2324,0.8
37193,9,2324,0.6
37194,10,2324,0.5
37195,11,2324,0.7
37196,12,2324,0.6
37197,13,2324,0.8
37198,14,2324,0.7
37199,15,2324,0.5
37200,0,2325,0.9
37201,1,2325,1.0
37202,2,2325,0.9
37203,3,2325,0.8
37204,4,2325,0.8
37205,5,2325,0.7
37206,6,2325,0.7
37207,7,2325,0.6
37208,8,2325,0.5
37209,9,2325,0.5
37210,10,2325,0.4
37211,11,2325,0.8
37212,12,2325,0.3
37213,13,2325,0.5
37214,14,2325,0.4
37215,15,2325,0.3
37216,0,2326,0.9
37217,1,2326,0.8
37218,2,2326,0.7
37219,3,2326,0.6
37220,4,2326,0.8
37221,5,2326,0.5
37222,6,2326,0.4
37223,7,2326,0.6
37224,8,2326,0.8
37225,9,2326,0.3
37226,10,2326,0.3
37227,11,2326,0.5
37228,12,2326,0.6
37229,13,2326,0.7
37230,14,2326,0.6
37231,15,2326,0.5
37232,0,2327,0.7
37233,1,2327,0.6
37234,2,2327,0.4
37235,3,2327,0.5
37236,4,2327,0.6
37237,5,2327,0.8
37238,6,2327,0.5
37239,7,2327,0.9
37240,8,2327,0.8
37241,9,2327,0.5
37242,10,2327,0.4
37243,11,2327,0.3
37244,12,2327,1.0
37245,13,2327,0.7
37246,14,2327,0.8
37247,15,2327,1.0
37248,0,2328,0.9
37249,1,2328,1.0
37250,2,2328,0.8
37251,3,2328,0.7
37252,4,2328,0.9
37253,5,2328,0.4
37254,6,2328,0.5
37255,7,2328,0.6
37256,8,2328,0.8
37257,9,2328,0.3
37258,10,2328,0.4
37259,11,2328,0.8
37260,12,2328,0.5
37261,13,2328,0.9
37262,14,2328,0.7
37263,15,2328,0.6
37264,0,2329,0.9
37265,1,2329,1.0
37266,2,2329,0.8
37267,3,2329,0.7
37268,4,2329,0.9
37269,5,2329,0.8
37270,6,2329,0.7
37271,7,2329,0.6
37272,8,2329,0.8
37273,9,2329,0.5
37274,10,2329,0.4
37275,11,2329,0.7
37276,12,2329,0.6
37277,13,2329,0.8
37278,14,2329,0.5
37279,15,2329,0.4
37280,0,2330,0.8
37281,1,2330,0.9
37282,2,2330,1.0
37283,3,2330,0.8
37284,4,2330,0.7
37285,5,2330,0.6
37286,6,2330,0.5
37287,7,2330,0.4
37288,8,2330,0.7
37289,9,2330,0.5
37290,10,2330,0.4
37291,11,2330,0.9
37292,12,2330,0.3
37293,13,2330,0.6
37294,14,2330,0.4
37295,15,2330,0.3
37296,0,2331,0.9
37297,1,2331,1.0
37298,2,2331,0.8
37299,3,2331,0.7
37300,4,2331,0.8
37301,5,2331,0.6
37302,6,2331,0.5
37303,7,2331,0.7
37304,8,2331,0.8
37305,9,2331,0.4
37306,10,2331,0.3
37307,11,2331,0.7
37308,12,2331,0.5
37309,13,2331,0.7
37310,14,2331,0.6
37311,15,2331,0.4
37312,0,2332,0.7
37313,1,2332,0.8
37314,2,2332,0.6
37315,3,2332,0.7
37316,4,2332,0.5
37317,5,2332,0.8
37318,6,2332,0.6
37319,7,2332,0.9
37320,8,2332,0.6
37321,9,2332,0.4
37322,10,2332,0.3
37323,11,2332,0.5
37324,12,2332,0.4
37325,13,2332,0.5
37326,14,2332,0.7
37327,15,2332,0.4
37328,0,2333,0.8
37329,1,2333,0.7
37330,2,2333,0.7
37331,3,2333,0.6
37332,4,2333,0.8
37333,5,2333,0.8
37334,6,2333,0.7
37335,7,2333,0.8
37336,8,2333,0.9
37337,9,2333,0.5
37338,10,2333,0.5
37339,11,2333,0.6
37340,12,2333,0.9
37341,13,2333,0.9
37342,14,2333,0.8
37343,15,2333,0.7
37344,0,2334,0.8
37345,1,2334,0.9
37346,2,2334,0.7
37347,3,2334,0.6
37348,4,2334,0.8
37349,5,2334,0.5
37350,6,2334,0.4
37351,7,2334,0.6
37352,8,2334,0.9
37353,9,2334,0.3
37354,10,2334,0.2
37355,11,2334,0.7
37356,12,2334,0.8
37357,13,2334,0.9
37358,14,2334,0.5
37359,15,2334,0.6
37360,0,2335,0.8
37361,1,2335,0.9
37362,2,2335,1.0
37363,3,2335,0.9
37364,4,2335,1.0
37365,5,2335,0.6
37366,6,2335,0.7
37367,7,2335,0.5
37368,8,2335,0.9
37369,9,2335,0.6
37370,10,2335,0.7
37371,11,2335,1.0
37372,12,2335,0.4
37373,13,2335,1.0
37374,14,2335,0.5
37375,15,2335,0.4
37376,0,2336,0.8
37377,1,2336,0.9
37378,2,2336,0.7
37379,3,2336,0.6
37380,4,2336,0.8
37381,5,2336,0.9
37382,6,2336,0.7
37383,7,2336,0.8
37384,8,2336,0.5
37385,9,2336,0.6
37386,10,2336,0.5
37387,11,2336,0.4
37388,12,2336,0.5
37389,13,2336,0.4
37390,14,2336,0.7
37391,15,2336,0.5
37392,0,2337,0.9
37393,1,2337,0.8
37394,2,2337,0.7
37395,3,2337,0.6
37396,4,2337,0.7
37397,5,2337,0.9
37398,6,2337,0.8
37399,7,2337,0.9
37400,8,2337,0.7
37401,9,2337,0.6
37402,10,2337,0.5
37403,11,2337,0.4
37404,12,2337,0.6
37405,13,2337,0.7
37406,14,2337,0.8
37407,15,2337,0.6
37408,0,2338,0.6
37409,1,2338,0.8
37410,2,2338,0.9
37411,3,2338,0.7
37412,4,2338,0.6
37413,5,2338,0.7
37414,6,2338,0.9
37415,7,2338,0.5
37416,8,2338,0.4
37417,9,2338,0.6
37418,10,2338,0.5
37419,11,2338,0.8
37420,12,2338,0.3
37421,13,2338,0.4
37422,14,2338,0.5
37423,15,2338,0.3
37424,0,2339,0.8
37425,1,2339,0.9
37426,2,2339,0.7
37427,3,2339,0.6
37428,4,2339,0.8
37429,5,2339,0.5
37430,6,2339,0.6
37431,7,2339,0.4
37432,8,2339,0.7
37433,9,2339,0.5
37434,10,2339,0.4
37435,11,2339,0.6
37436,12,2339,0.3
37437,13,2339,0.8
37438,14,2339,0.4
37439,15,2339,0.3
37440,0,2340,0.9
37441,1,2340,1.0
37442,2,2340,0.8
37443,3,2340,0.7
37444,4,2340,0.6
37445,5,2340,0.8
37446,6,2340,0.7
37447,7,2340,0.6
37448,8,2340,0.5
37449,9,2340,0.5
37450,10,2340,0.4
37451,11,2340,0.5
37452,12,2340,0.4
37453,13,2340,0.5
37454,14,2340,0.3
37455,15,2340,0.2
37456,0,2341,0.8
37457,1,2341,0.9
37458,2,2341,1.0
37459,3,2341,0.9
37460,4,2341,0.8
37461,5,2341,0.7
37462,6,2341,1.0
37463,7,2341,0.6
37464,8,2341,0.7
37465,9,2341,0.5
37466,10,2341,0.6
37467,11,2341,1.0
37468,12,2341,0.4
37469,13,2341,0.8
37470,14,2341,0.5
37471,15,2341,0.4
37472,0,2342,0.9
37473,1,2342,1.0
37474,2,2342,1.0
37475,3,2342,1.0
37476,4,2342,0.8
37477,5,2342,0.7
37478,6,2342,0.8
37479,7,2342,0.6
37480,8,2342,0.7
37481,9,2342,0.5
37482,10,2342,0.5
37483,11,2342,1.0
37484,12,2342,0.4
37485,13,2342,0.8
37486,14,2342,0.6
37487,15,2342,0.4
37488,0,2343,0.8
37489,1,2343,0.9
37490,2,2343,0.9
